0 0.149271 -0.0470564 -2.38255 0.296169 0.749845 0.604724
0.005 0.149268 -0.0470543 -2.38255 0.296167 0.749839 0.604724
0.01 0.149262 -0.0470479 -2.38254 0.296162 0.749823 0.604723
0.015 0.149251 -0.0470369 -2.38252 0.296152 0.749794 0.604722
0.02 0.149235 -0.0470212 -2.3825 0.296139 0.749753 0.60472
0.025 0.149212 -0.0469989 -2.38246 0.29612 0.749696 0.604717
0.03 0.149186 -0.0469736 -2.38242 0.296098 0.74963 0.604714
0.035 0.149155 -0.0469437 -2.38238 0.296072 0.749552 0.60471
0.04 0.14912 -0.0469092 -2.38233 0.296042 0.749462 0.604705
0.045 0.14908 -0.0468701 -2.38227 0.296009 0.749361 0.6047
0.05 0.149035 -0.0468264 -2.3822 0.295971 0.749247 0.604695
0.055 0.148986 -0.0467782 -2.38213 0.295929 0.749121 0.604688
0.06 0.148932 -0.0467254 -2.38205 0.295884 0.748984 0.604682
0.065 0.148873 -0.046668 -2.38196 0.295834 0.748834 0.604674
0.07 0.14881 -0.0466061 -2.38187 0.295781 0.748673 0.604666
0.075 0.148741 -0.0465397 -2.38177 0.295724 0.7485 0.604658
0.08 0.148669 -0.0464688 -2.38166 0.295662 0.748315 0.604649
0.085 0.148591 -0.0463933 -2.38154 0.295597 0.748118 0.604639
0.09 0.148509 -0.0463134 -2.38142 0.295528 0.747909 0.604629
0.095 0.148422 -0.046229 -2.38129 0.295455 0.747688 0.604619
0.1 0.148331 -0.0461402 -2.38116 0.295379 0.747455 0.604607
0.105 0.147836 -0.0463371 -2.38105 0.293577 0.747967 0.603822
0.11 0.147735 -0.0462393 -2.3809 0.293493 0.747711 0.60381
0.115 0.14763 -0.0461371 -2.38074 0.293405 0.747443 0.603797
0.12 0.14752 -0.0460305 -2.38058 0.293314 0.747163 0.603784
0.125 0.147406 -0.0459196 -2.3804 0.293219 0.746872 0.603771
0.13 0.147287 -0.0458043 -2.38023 0.293119 0.746568 0.603757
0.135 0.147164 -0.0456846 -2.38004 0.293017 0.746253 0.603743
0.14 0.147036 -0.0455607 -2.37985 0.29291 0.745926 0.603728
0.145 0.146505 -0.0457273 -2.37969 0.291078 0.746366 0.602939
0.15 0.146368 -0.0455947 -2.37948 0.290964 0.746016 0.602924
0.155 0.146227 -0.0454579 -2.37927 0.290847 0.745654 0.602908
0.16 0.146081 -0.0453169 -2.37905 0.290727 0.745281 0.602892
0.165 0.145931 -0.0451717 -2.37882 0.290602 0.744896 0.602876
0.17 0.145776 -0.0450224 -2.37859 0.290474 0.7445 0.602859
0.175 0.145237 -0.0451558 -2.37838 0.288693 0.744859 0.602101
0.18 0.145074 -0.0449981 -2.37813 0.288559 0.744439 0.602085
0.185 0.144906 -0.0448364 -2.37788 0.288421 0.744008 0.602067
0.19 0.144734 -0.0446706 -2.37762 0.288279 0.743566 0.60205
0.195 0.144557 -0.0445008 -2.37735 0.288134 0.743112 0.602032
0.2 0.144009 -0.0446091 -2.37711 0.286389 0.743411 0.601297
0.205 0.143824 -0.0444313 -2.37683 0.286237 0.742934 0.601279
0.21 0.143635 -0.0442495 -2.37654 0.286083 0.742446 0.601261
0.215 0.143442 -0.0440639 -2.37624 0.285925 0.741947 0.601242
0.22 0.143244 -0.0438744 -2.37593 0.285764 0.741436 0.601224
0.225 0.142636 -0.0439989 -2.37567 0.283829 0.741786 0.600412
0.23 0.14243 -0.0438017 -2.37535 0.283661 0.741253 0.600393
0.235 0.14222 -0.0436007 -2.37502 0.283491 0.740709 0.600375
0.24 0.142004 -0.0433942 -2.37469 0.283316 0.740149 0.600356
0.245 0.141422 -0.0434759 -2.37439 0.281548 0.740388 0.599625
0.25 0.141199 -0.0432638 -2.37404 0.281368 0.73981 0.599606
0.255 0.140973 -0.043048 -2.37369 0.281186 0.739222 0.599588
0.26 0.140742 -0.0428287 -2.37333 0.281001 0.738622 0.599569
0.265 0.140125 -0.0429174 -2.37301 0.27913 0.738887 0.598798
0.27 0.139886 -0.042691 -2.37263 0.278939 0.738266 0.59878
0.275 0.139644 -0.0424611 -2.37225 0.278746 0.737634 0.598762
0.28 0.139397 -0.0422278 -2.37186 0.278549 0.736991 0.598744
0.285 0.13874 -0.0423295 -2.37151 0.276552 0.737299 0.597924
0.29 0.138486 -0.0420893 -2.37111 0.276351 0.736634 0.597906
0.295 0.138228 -0.0418459 -2.3707 0.276147 0.735959 0.597889
0.3 0.137966 -0.0415994 -2.37029 0.27594 0.735273 0.597872
0.305 0.137269 -0.0417157 -2.36992 0.273818 0.735631 0.597002
0.31 0.137 -0.0414625 -2.36949 0.273607 0.734924 0.596986
0.315 0.136727 -0.0412063 -2.36905 0.273393 0.734207 0.59697
0.32 0.1361 -0.0412497 -2.36865 0.27162 0.73436 0.596261
0.325 0.13582 -0.0409872 -2.3682 0.271401 0.733622 0.596245
0.33 0.135536 -0.0407218 -2.36774 0.27118 0.732873 0.59623
0.335 0.134896 -0.0407645 -2.36732 0.269381 0.733029 0.595515
0.34 0.134605 -0.0404931 -2.36685 0.269156 0.73226 0.595501
0.345 0.134311 -0.040219 -2.36637 0.268928 0.73148 0.595487
0.35 0.133649 -0.0402688 -2.36593 0.267068 0.731661 0.594749
0.355 0.133348 -0.0399889 -2.36544 0.266837 0.730862 0.594737
0.36 0.133043 -0.0397063 -2.36494 0.266603 0.730052 0.594725
0.365 0.13236 -0.0397646 -2.36449 0.26468 0.730263 0.593964
0.37 0.132048 -0.0394766 -2.36397 0.264442 0.729434 0.593953
0.375 0.131733 -0.0391862 -2.36345 0.264203 0.728594 0.593943
0.38 0.131029 -0.0392536 -2.36298 0.262219 0.728838 0.59316
0.385 0.130708 -0.038958 -2.36245 0.261976 0.727979 0.593151
0.39 0.130384 -0.03866 -2.3619 0.261731 0.72711 0.593143
0.395 0.12966 -0.0387373 -2.36142 0.259689 0.72739 0.592339
0.4 0.12933 -0.0384345 -2.36086 0.259441 0.726502 0.592333
0.405 0.128996 -0.0381295 -2.3603 0.259191 0.725604 0.592326
0.41 0.128253 -0.0382174 -2.3598 0.257094 0.725921 0.591503
0.415 0.127914 -0.0379077 -2.35922 0.256841 0.725005 0.591499
0.42 0.127571 -0.0375961 -2.35863 0.256586 0.724079 0.591495
0.425 0.12681 -0.0376953 -2.35812 0.254435 0.724437 0.590653
0.43 0.126462 -0.0373793 -2.35752 0.254178 0.723492 0.590651
0.435 0.12611 -0.0370616 -2.35691 0.253919 0.722538 0.59065
0.44 0.125333 -0.0371726 -2.35638 0.251718 0.72294 0.58979
0.445 0.124976 -0.0368508 -2.35576 0.251457 0.721968 0.589791
0.45 0.124616 -0.0365273 -2.35513 0.251194 0.720987 0.589793
0.455 0.123824 -0.036651 -2.35458 0.248946 0.721435 0.588917
0.46 0.123459 -0.0363237 -2.35394 0.248681 0.720436 0.588921
0.465 0.122785 -0.0363197 -2.35336 0.247001 0.720477 0.5883
0.47 0.122415 -0.0359891 -2.3527 0.246735 0.71946 0.588306
